id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
22795070-2,22795070,245033231,162823862,59.55595414264914,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0485650 43.5752636, 7.0484709 43.5753044, 7.0479313 43.5755383)"
22795070-3,22795070,162823862,245033020,42.72062363544203,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0479313 43.5755383, 7.0474740 43.5757320)"
22795070-4,22795070,245033020,3476205579,42.76281106650236,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0474740 43.5757320, 7.0473934 43.5757654, 7.0470204 43.5759309)"
22795070-5,22795070,3476205579,245033018,1.638550964621204,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0470204 43.5759309, 7.0470030 43.5759385)"
22795071-0,22795071,245032947,245033025,68.6625139642702,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0473113 43.5765290, 7.0469042 43.5762211, 7.0468342 43.5761766, 7.0467264 43.5760816)"
22795072-0,22795072,245032947,1773740407,132.2700362378903,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0473113 43.5765290, 7.0475847 43.5769044, 7.0477349 43.5774684, 7.0477684 43.5776562)"
22795072-1,22795072,1773740407,245034317,36.50635122917235,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0477684 43.5776562, 7.0478073 43.5778737, 7.0478375 43.5779801)"
22795072-2,22795072,245034317,3481386272,88.26536154503987,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0478375 43.5779801, 7.0478743 43.5780571, 7.0479575 43.5781640, 7.0484219 43.5786471)"
22795072-3,22795072,3481386272,25897396,45.275553997138545,Allowed,Tertiary,Tertiary,Allowed,Allowed,Forbidden,"LINESTRING(7.0484219 43.5786471, 7.0485161 43.5787451, 7.0486136 43.5788586, 7.0487163 43.5789930)"
22795073-0,22795073,245033025,245033019,5.62128732194404,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0467264 43.5760816, 7.0467693 43.5760418)"
22795073-1,22795073,245033019,245033018,22.251706679287977,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0467693 43.5760418, 7.0468804 43.5759781, 7.0470030 43.5759385)"
22795074-0,22795074,245033016,245033025,18.613980775450223,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0469435 43.5760994, 7.0468813 43.5761171, 7.0468116 43.5761095, 7.0467264 43.5760816)"
22795075-0,22795075,245033019,245033017,15.182546118516724,Allowed,Tertiary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0467693 43.5760418, 7.0468504 43.5760368, 7.0469253 43.5760514, 7.0469525 43.5760593)"
22795076-0,22795076,245033020,5865485533,14.693644709995663,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0474740 43.5757320, 7.0475822 43.5758382)"
22795077-0,22795077,25897443,245033042,107.38080201159624,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0495741 43.5777665, 7.0501882 43.5775677, 7.0507694 43.5773428)"
22795078-0,22795078,245033038,25897443,188.06300531031152,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0500326 43.5762779, 7.0499618 43.5763172, 7.0499289 43.5763454, 7.0493654 43.5769889, 7.0493278 43.5770455, 7.0493055 43.5771071, 7.0492920 43.5771719, 7.0492908 43.5772056, 7.0492968 43.5772550, 7.0493266 43.5773398, 7.0493741 43.5774331, 7.0495265 43.5776865, 7.0495741 43.5777665)"
22795078-1,22795078,25897443,25897440,118.4815822465553,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0495741 43.5777665, 7.0501767 43.5787372)"
22795079-0,22795079,245033157,245033166,65.19319234530289,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0445254 43.5733009, 7.0445300 43.5729455, 7.0442125 43.5729359)"
22795080-0,22795080,245033155,245033206,72.10178412645178,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0452061 43.5735237, 7.0450445 43.5737064, 7.0449628 43.5737909, 7.0451461 43.5738975, 7.0453368 43.5739726)"
22795081-0,22795081,245033212,245033218,58.22257752227421,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0486202 43.5762646, 7.0482842 43.5760178, 7.0482683 43.5759163, 7.0483081 43.5758479)"
22795081-1,22795081,245033218,245033231,123.71701388246521,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0483081 43.5758479, 7.0484575 43.5758460, 7.0487746 43.5758822, 7.0489184 43.5758162, 7.0489440 43.5757536, 7.0489062 43.5755804, 7.0488649 43.5755014, 7.0486624 43.5753427, 7.0485650 43.5752636)"
22795082-0,22795082,245033044,245033237,86.09933850767213,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0509407 43.5778491, 7.0513073 43.5776967, 7.0515551 43.5775664, 7.0518022 43.5773985)"
22795083-0,22795083,245033141,245033245,91.58695232706036,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0529237 43.5769920, 7.0530006 43.5770177, 7.0535031 43.5771857, 7.0539702 43.5773099)"
22795083-1,22795083,245033245,245033246,19.556475111631688,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0539702 43.5773099, 7.0541808 43.5773970)"
22795085-0,22795085,162657921,245033273,31.506114720106396,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0547306 43.5746213, 7.0546292 43.5746279, 7.0545099 43.5746582, 7.0543700 43.5747180)"
22795085-1,22795085,245033273,245033258,17.90039248500987,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0543700 43.5747180, 7.0541590 43.5746681)"
22795085-2,22795085,245033258,3914365720,66.9741375903433,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0541590 43.5746681, 7.0537437 43.5745715, 7.0535079 43.5744978, 7.0534034 43.5744331)"
22795085-3,22795085,3914365720,245033266,19.50736545012414,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0534034 43.5744331, 7.0533379 43.5743925, 7.0532074 43.5743310)"
22795085-4,22795085,245033266,3914365707,25.158446147035857,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0532074 43.5743310, 7.0530262 43.5742900, 7.0529096 43.5742637)"
22795085-5,22795085,3914365707,3914365702,15.403080472989785,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0529096 43.5742637, 7.0528018 43.5742483, 7.0527216 43.5742395)"
22795085-6,22795085,3914365702,3914365700,15.392614370536101,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0527216 43.5742395, 7.0526187 43.5742370, 7.0525308 43.5742375)"
22795085-7,22795085,3914365700,3914365705,40.11310707000291,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0525308 43.5742375, 7.0520342 43.5742577)"
22795085-8,22795085,3914365705,162657955,36.70482490396886,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0520342 43.5742577, 7.0517583 43.5742848, 7.0515833 43.5742671)"
22795086-0,22795086,245033266,3914365718,39.5918734014278,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0532074 43.5743310, 7.0530195 43.5743240, 7.0529018 43.5743333, 7.0527995 43.5743607, 7.0527358 43.5743898)"
22795086-1,22795086,3914365718,162818785,8.674004020405519,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0527358 43.5743898, 7.0526496 43.5744364)"
22795087-0,22795087,162818785,3914365715,13.694762723560583,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0526496 43.5744364, 7.0526933 43.5743702, 7.0527423 43.5743355)"
22795087-1,22795087,3914365715,3914365707,15.684791538854789,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0527423 43.5743355, 7.0528098 43.5743080, 7.0529096 43.5742637)"
22795088-0,22795088,245033273,245033253,30.033503502165647,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0543700 43.5747180, 7.0541856 43.5749524)"
22795089-0,22795089,245033276,245033273,23.40276501312665,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0543879 43.5745269, 7.0544223 43.5745557, 7.0544320 43.5745807, 7.0544210 43.5746404, 7.0543700 43.5747180)"
22795091-0,22795091,245033245,245033284,121.14793244722226,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0539702 43.5773099, 7.0540007 43.5770958, 7.0541874 43.5767213, 7.0542742 43.5765353, 7.0543878 43.5763498, 7.0543866 43.5762742)"
22795092-0,22795092,245033284,245033251,64.68221990115478,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0543866 43.5762742, 7.0543275 43.5762478, 7.0540489 43.5761992, 7.0538056 43.5760719, 7.0536729 43.5760279)"
22795094-0,22795094,162657918,245033291,142.4726209865263,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0550769 43.5746914, 7.0550755 43.5747619, 7.0550625 43.5754227, 7.0554002 43.5759136)"
22795141-0,22795141,162657831,1022348729,58.56108787716201,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0489225 43.5735768, 7.0487058 43.5735705, 7.0482217 43.5734560)"
22795141-1,22795141,1022348729,3665951495,540.8553490085611,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0482217 43.5734560, 7.0479345 43.5734081, 7.0474326 43.5733492, 7.0473298 43.5733388, 7.0468036 43.5730494, 7.0465528 43.5728989, 7.0463738 43.5727304, 7.0461292 43.5725285, 7.0460822 43.5724897, 7.0460004 43.5724144, 7.0456848 43.5721240, 7.0454729 43.5719399, 7.0449610 43.5716745, 7.0448030 43.5715299, 7.0447132 43.5714333, 7.0445601 43.5712821, 7.0441700 43.5710352, 7.0441306 43.5710110, 7.0439561 43.5709038, 7.0437451 43.5708276, 7.0435305 43.5708011, 7.0430602 43.5707830, 7.0429827 43.5707803)"
22795142-0,22795142,245032947,245034306,156.24819178337066,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0473113 43.5765290, 7.0465654 43.5770604, 7.0463777 43.5772062, 7.0462422 43.5773342, 7.0460662 43.5774678, 7.0459292 43.5774828)"
22795143-0,22795143,245032953,245034308,24.768643405140224,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0462981 43.5759749, 7.0461899 43.5760675, 7.0461245 43.5761569)"
22795143-1,22795143,245034308,10798049045,29.802550407196723,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0461245 43.5761569, 7.0459056 43.5763726)"
22795143-2,22795143,10798049045,245034309,9.061577777869461,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0459056 43.5763726, 7.0458721 43.5764503)"
22795143-3,22795143,245034309,245034311,25.54759980601667,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0458721 43.5764503, 7.0457885 43.5765493, 7.0457156 43.5766497)"
22795143-4,22795143,245034311,245034312,11.382141169967655,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0457156 43.5766497, 7.0457565 43.5766963, 7.0458135 43.5767188)"
22795145-0,22795145,245034309,245034314,29.74394671842077,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0458721 43.5764503, 7.0461890 43.5765870)"
22795146-0,22795146,245034308,245034315,35.547314612627694,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0461245 43.5761569, 7.0465137 43.5763068)"
22795147-0,22795147,245034317,245034323,67.65476032002628,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0478375 43.5779801, 7.0474616 43.5781582, 7.0471934 43.5783631)"
22795147-1,22795147,245034323,245034332,64.49537044790733,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0471934 43.5783631, 7.0469960 43.5784814, 7.0466196 43.5787655)"
22795148-0,22795148,245034332,245034370,64.39546159930308,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0466196 43.5787655, 7.0465077 43.5787103, 7.0464987 43.5786050, 7.0465584 43.5782326)"
22795149-0,22795149,245034323,1773740413,14.503766651282415,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0471934 43.5783631, 7.0471686 43.5782854, 7.0471975 43.5782394)"
22795150-0,22795150,29849076,3476207437,32.761960002006894,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0437386 43.5795358, 7.0440967 43.5793968)"
22795150-1,22795150,3476207437,3476205590,228.75583220483816,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0440967 43.5793968, 7.0443193 43.5793105, 7.0443475 43.5792888, 7.0443566 43.5792585, 7.0443648 43.5791767, 7.0443938 43.5790553, 7.0444518 43.5789325, 7.0447343 43.5788082, 7.0447737 43.5787135, 7.0448126 43.5786104, 7.0447569 43.5784195, 7.0447550 43.5783377, 7.0447782 43.5782992, 7.0452016 43.5780740, 7.0455178 43.5778343)"
22795151-0,22795151,1773738428,245034511,427.45514739658955,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0448757 43.5751318, 7.0447202 43.5753629, 7.0445341 43.5756538, 7.0443578 43.5759509, 7.0441913 43.5761966, 7.0440468 43.5764831, 7.0439951 43.5764891, 7.0437209 43.5764740, 7.0434588 43.5764643, 7.0433744 43.5764909, 7.0432292 43.5766877, 7.0433200 43.5768054, 7.0440461 43.5769196, 7.0439870 43.5769858, 7.0431744 43.5770332, 7.0431310 43.5770709, 7.0431343 43.5771234, 7.0431807 43.5771493, 7.0433960 43.5771600)"
22795484-0,22795484,162657922,10797691105,58.06703994949938,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0542610 43.5744939, 7.0544798 43.5741810, 7.0545272 43.5740733, 7.0545249 43.5740155)"
22795484-1,22795484,10797691105,245041051,85.25844754683546,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0545249 43.5740155, 7.0544985 43.5739625, 7.0539758 43.5735787, 7.0537597 43.5735115)"
22795484-2,22795484,245041051,245041055,133.74525704945728,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0537597 43.5735115, 7.0535165 43.5732384, 7.0533387 43.5729814, 7.0532597 43.5727004, 7.0532105 43.5724003)"
22795485-0,22795485,245041051,245041066,369.44075194062395,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0537597 43.5735115, 7.0536099 43.5735055, 7.0534157 43.5734597, 7.0532966 43.5733798, 7.0531537 43.5731975, 7.0525277 43.5727166, 7.0526815 43.5725616, 7.0529595 43.5722837, 7.0530911 43.5720839, 7.0531170 43.5719151, 7.0531316 43.5716177, 7.0531893 43.5711877, 7.0536404 43.5709257)"
22795889-0,22795889,245052012,245052054,87.21103177862568,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0366883 43.5726811, 7.0367644 43.5727875, 7.0370042 43.5730917, 7.0372286 43.5733218, 7.0372165 43.5733521)"
22795890-0,22795890,245052058,10798050119,5.518112947639266,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0369310 43.5733061, 7.0369963 43.5733209)"
22795890-1,22795890,10798050119,245052054,18.344812971453557,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0369963 43.5733209, 7.0371455 43.5733548, 7.0372165 43.5733521)"
22795890-2,22795890,245052054,245052060,50.5621884583055,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0372165 43.5733521, 7.0377944 43.5735282)"
22795891-0,22795891,245052083,245052077,115.81800080381726,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0424668 43.5748653, 7.0417851 43.5750717, 7.0415870 43.5751576, 7.0415965 43.5753091, 7.0415786 43.5754725, 7.0415553 43.5754871)"
22795891-1,22795891,245052077,245052065,93.81328318398792,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0415553 43.5754871, 7.0417043 43.5760382, 7.0417286 43.5761087, 7.0417367 43.5762052, 7.0417332 43.5763170)"
22795892-0,22795892,245052065,10798050387,162.14375659680383,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0417332 43.5763170, 7.0413931 43.5761889, 7.0412131 43.5761318, 7.0410975 43.5760262, 7.0410133 43.5757465, 7.0409887 43.5755661, 7.0409400 43.5754734, 7.0408769 43.5753921, 7.0408351 43.5753321, 7.0407449 43.5752917, 7.0406205 43.5753294)"
22795892-1,22795892,10798050387,1477659429,83.37509511682146,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0406205 43.5753294, 7.0405975 43.5753364, 7.0405198 43.5753906, 7.0405110 43.5754809, 7.0405741 43.5756328, 7.0405811 43.5757467, 7.0405210 43.5760330)"
22796172-0,22796172,245055677,6468953986,371.06367245107225,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0334851 43.5755071, 7.0336452 43.5755428, 7.0343241 43.5757157, 7.0350834 43.5758811, 7.0356760 43.5760386, 7.0365241 43.5762409, 7.0371124 43.5763093, 7.0376524 43.5763885, 7.0379014 43.5764064)"
22796172-1,22796172,6468953986,245055707,168.95945888500688,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0379014 43.5764064, 7.0382962 43.5764471, 7.0390509 43.5764947, 7.0399389 43.5767153)"
22796172-2,22796172,245055707,245052065,158.22139052395005,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0399389 43.5767153, 7.0405826 43.5767300, 7.0407117 43.5767189, 7.0408102 43.5767038, 7.0409597 43.5766626, 7.0410522 43.5766105, 7.0411115 43.5765593, 7.0411764 43.5765039, 7.0412233 43.5764739, 7.0412830 43.5764468, 7.0414906 43.5763871, 7.0417332 43.5763170)"
22796172-3,22796172,245052065,245032964,272.09276193253953,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0417332 43.5763170, 7.0418722 43.5762629, 7.0422200 43.5759829, 7.0425635 43.5757514, 7.0429945 43.5755207, 7.0431607 43.5754032, 7.0433998 43.5752266, 7.0434872 43.5751641, 7.0435457 43.5751315, 7.0436143 43.5751046, 7.0436919 43.5750859, 7.0437638 43.5750656, 7.0438166 43.5750460, 7.0438574 43.5750263, 7.0439839 43.5749552, 7.0440777 43.5748920, 7.0441431 43.5748486, 7.0442009 43.5748217, 7.0442446 43.5748114, 7.0443269 43.5747993)"
22796173-0,22796173,245055707,245055725,143.1741762438387,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0399389 43.5767153, 7.0398597 43.5767560, 7.0396566 43.5767308, 7.0395871 43.5767521, 7.0395978 43.5767985, 7.0397903 43.5768992, 7.0398063 43.5769438, 7.0397288 43.5769592, 7.0395444 43.5769379, 7.0395016 43.5769670, 7.0395471 43.5770135, 7.0397822 43.5771180, 7.0397395 43.5771625, 7.0394696 43.5771219)"
24057851-0,24057851,25899370,260976599,159.39672774296025,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0413386 43.5898118, 7.0413442 43.5898797, 7.0414256 43.5903053, 7.0414823 43.5904965, 7.0416511 43.5908314, 7.0416802 43.5909313, 7.0416721 43.5910175, 7.0416398 43.5910954, 7.0415288 43.5911738)"
24057851-1,24057851,260976599,25899371,185.52335307622758,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0415288 43.5911738, 7.0414266 43.5911989, 7.0412971 43.5911917, 7.0411600 43.5911448, 7.0410193 43.5910169, 7.0408230 43.5907616, 7.0407512 43.5905194, 7.0407759 43.5903780, 7.0408407 43.5901343, 7.0409193 43.5899182, 7.0409569 43.5898571)"
26782287-0,26782287,162657879,162657888,51.46703258804487,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0490096 43.5750610, 7.0490570 43.5751162, 7.0491900 43.5752709, 7.0493428 43.5754553)"
26782287-1,26782287,162657888,245033035,54.81414407512093,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0493428 43.5754553, 7.0496068 43.5757690, 7.0496960 43.5758760)"
26782287-2,26782287,245033035,245033038,52.330980163789995,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0496960 43.5758760, 7.0497638 43.5759574, 7.0499211 43.5761462, 7.0499795 43.5762162, 7.0500326 43.5762779)"
26782288-0,26782288,293769095,8780546055,7.79201895078044,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0506044 43.5741497, 7.0506833 43.5741093)"
26782288-1,26782288,8780546055,293769103,99.73516093521934,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0506833 43.5741093, 7.0511875 43.5738515, 7.0517642 43.5736875)"
26782289-0,26782289,245033137,245033129,135.37413585684078,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0529477 43.5769462, 7.0529296 43.5769244, 7.0528994 43.5768979, 7.0522957 43.5764605, 7.0521925 43.5763859, 7.0520894 43.5763366, 7.0519647 43.5762822, 7.0516549 43.5762055)"
26782289-1,26782289,245033129,245033038,140.23647268008114,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0516549 43.5762055, 7.0514977 43.5761682, 7.0510796 43.5760637, 7.0509173 43.5760412, 7.0507618 43.5760393, 7.0506182 43.5760500, 7.0505069 43.5760801, 7.0500825 43.5762560, 7.0500326 43.5762779)"
37291437-0,37291437,29849141,9250110377,30.634917409180574,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0377866 43.5813986, 7.0376737 43.5812459, 7.0376290 43.5811492)"
37291437-1,37291437,9250110377,434514581,383.4338996864206,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0376290 43.5811492, 7.0373693 43.5805870, 7.0371680 43.5804123, 7.0368376 43.5802911, 7.0365549 43.5802425, 7.0362840 43.5801837, 7.0359937 43.5800461, 7.0355623 43.5797350, 7.0353152 43.5794782, 7.0347555 43.5791443, 7.0345319 43.5790326, 7.0342503 43.5789709)"
37291437-2,37291437,434514581,1772884988,53.98109563902753,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0342503 43.5789709, 7.0341065 43.5789443, 7.0339768 43.5789187, 7.0338537 43.5788614, 7.0338208 43.5788362, 7.0337595 43.5788004, 7.0336864 43.5787374)"
37291438-0,37291438,434514581,434514589,220.07055715221296,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0342503 43.5789709, 7.0342147 43.5790635, 7.0341847 43.5791589, 7.0340095 43.5792310, 7.0338296 43.5792691, 7.0336484 43.5792844, 7.0334261 43.5792691, 7.0332358 43.5792026, 7.0330713 43.5790818, 7.0329733 43.5789472, 7.0329414 43.5788354, 7.0329854 43.5787236, 7.0330989 43.5785599, 7.0332810 43.5785028, 7.0335221 43.5785142)"
37291486-0,37291486,162738796,32860370,128.65513189216597,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0578260 43.5743289, 7.0576666 43.5744208, 7.0573810 43.5745773, 7.0572470 43.5746836, 7.0570917 43.5748178, 7.0569568 43.5749449, 7.0568510 43.5749909, 7.0566344 43.5749029)"
42888741-0,42888741,2249183369,2249183371,8.660263653388183,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0569890 43.5828785, 7.0568822 43.5828703)"
42888741-1,42888741,2249183371,537035707,14.861412373141816,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.0568822 43.5828703, 7.0566994 43.5828533)"
43573170-0,43573170,550293044,550293052,19.76462783010449,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.0615625 43.5864072, 7.0615260 43.5864821, 7.0615047 43.5865790)"
43573170-1,43573170,550293052,550293014,73.57660256764032,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.0615047 43.5865790, 7.0614469 43.5866627, 7.0614469 43.5867993, 7.0614378 43.5870042, 7.0614013 43.5871386, 7.0613861 43.5872267)"
43573170-2,43573170,550293014,587716594,202.12212975084535,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.0613861 43.5872267, 7.0612827 43.5872795, 7.0611701 43.5872773, 7.0610515 43.5872839, 7.0610009 43.5873619, 7.0609830 43.5874854, 7.0609471 43.5876220, 7.0608887 43.5877650, 7.0608439 43.5879275, 7.0607721 43.5880998, 7.0607092 43.5882265, 7.0605881 43.5883338, 7.0603951 43.5884346, 7.0603009 43.5885288, 7.0602247 43.5886685)"
43573171-0,43573171,550292910,550292744,179.58050320702685,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0612794 43.5861191, 7.0611887 43.5859788, 7.0610899 43.5858163, 7.0608770 43.5854088, 7.0607661 43.5852353, 7.0605461 43.5850821, 7.0602775 43.5849496, 7.0600536 43.5848371)"
43573171-1,43573171,550292744,6374342482,406.6489534524209,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0600536 43.5848371, 7.0598918 43.5847340, 7.0597792 43.5846633, 7.0596566 43.5845731, 7.0594794 43.5844448, 7.0593120 43.5843137, 7.0591680 43.5842093, 7.0589578 43.5840909, 7.0587748 43.5839936, 7.0586599 43.5839442, 7.0584614 43.5839019, 7.0582940 43.5838878, 7.0581558 43.5838907, 7.0579942 43.5839048, 7.0576069 43.5839358, 7.0573675 43.5839527, 7.0571436 43.5839301, 7.0569198 43.5839287, 7.0567952 43.5839330, 7.0566083 43.5839978, 7.0562501 43.5841008, 7.0558943 43.5842228, 7.0556510 43.5842933, 7.0556060 43.5843019)"
43573171-2,43573171,6374342482,550292505,25.082973663067804,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0556060 43.5843019, 7.0554895 43.5843243, 7.0553630 43.5843292, 7.0552996 43.5843347)"
43573172-0,43573172,550292744,550292774,45.59091632109075,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0600536 43.5848371, 7.0602432 43.5846890, 7.0604284 43.5845306)"
43573172-1,43573172,550292774,10797355589,16.78521203627368,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.0604284 43.5845306, 7.0604874 43.5845332, 7.0606309 43.5845624)"
43573173-0,43573173,550292774,550292742,133.482658211108,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.0604284 43.5845306, 7.0603141 43.5845001, 7.0601489 43.5844806, 7.0600610 43.5844676, 7.0600980 43.5844296, 7.0601155 43.5843901, 7.0601726 43.5842967, 7.0601881 43.5840671, 7.0602148 43.5839882, 7.0602498 43.5839318, 7.0604153 43.5836851, 7.0604715 43.5836079)"
