id,lon,lat
2289504053,7.0591466,43.5797911
550292744,7.0600536,43.5848371
2279853329,7.049708799999999,43.5741321
25897851,7.0542672,43.577852
10798050146,7.0386073,43.573401399999995
1768133796,7.0361319,43.5862294
1022350899,7.0580205,43.5740331
2283032271,7.0495925999999995,43.5741313
1426244667,7.0399883,43.5903116
4445181457,7.050644699999999,43.5795884
7600768262,7.0549513,43.579182599999996
2291586851,7.0511159,43.5724312
245033141,7.0529237,43.576992
2000498269,7.0594269999999995,43.5735111
4713511079,7.034003299999999,43.5786674
1906182723,7.035195099999999,43.584882
25897836,7.0601332,43.5763361
1426244618,7.0403901,43.5893744
162657980,7.0500321999999995,43.5740815
25897633,7.0607579,43.579986
1769672941,7.056579999999999,43.5766439
3476205590,7.0455178,43.5778343
1399337461,7.053235099999999,43.579808799999995
2311532049,7.033783499999999,43.5822712
7600768241,7.0543546,43.579108399999996
1776240917,7.0561243,43.5789397
2249183364,7.057218499999999,43.582688999999995
3914365718,7.0527358,43.5743898
550293052,7.0615046999999995,43.586579
25897871,7.0532170999999995,43.579012299999995
25897818,7.058674099999999,43.5759786
29849049,7.043042499999999,43.5844387
9277761034,7.0391274,43.5815408
245052056,7.0363592,43.5732401
616113735,7.0410544999999995,43.587376
25897862,7.0533598,43.578542899999995
6124644205,7.053052999999999,43.578255299999995
550293106,7.0611977999999995,43.5885695
10797691105,7.0545249,43.5740155
2289504065,7.0589919,43.5798566
7589577606,7.0540848,43.5795574
25897631,7.0543922,43.5790528
10798050408,7.0431671,43.573551099999996
25899371,7.040956899999999,43.589857099999996
245052058,7.036931,43.573306099999996
1769709114,7.0410376,43.5886036
550293087,7.061346299999999,43.589522699999996
245033149,7.0521125,43.578111899999996
1773740412,7.0472797,43.577996
10798049194,7.0604035,43.581421999999996
162657831,7.0489225,43.5735768
1768469879,7.0405451,43.5877392
32858674,7.0370292999999995,43.5870633
25897475,7.0526450999999994,43.5801683
5991582842,7.0315745,43.5788432
4344094859,7.0376135,43.5865283
1022384045,7.0517011,43.579576499999995
32858885,7.0400035999999995,43.58828
10798048225,7.058552199999999,43.5895243
10798048229,7.059415899999999,43.589984699999995
6293590138,7.0555642,43.5803502
6216526471,7.037545,43.587358099999996
29849072,7.048210699999999,43.5841663
32858865,7.0402764,43.5875938
550292678,7.057785699999999,43.5882487
3476207399,7.0493812,43.578780099999996
10798048227,7.059212,43.5904373
10798050124,7.0364669,43.5735161
550292671,7.0563762,43.588226899999995
