id,osm_id,source,target,length,foot,car_forward,car_backward,bike_forward,bike_backward,train,wkt
25642628-1,25642628,24328291,4543670669,51.75124985136976,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2721987 43.7042138, 7.2721600 43.7042239, 7.2715939 43.7043718)"
25642628-2,25642628,4543670669,279526323,88.56048959425813,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2715939 43.7043718, 7.2709951 43.7045282, 7.2708533 43.7042626, 7.2708281 43.7042154)"
25642934-0,25642934,24358154,463468960,40.26694549338659,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2691358 43.7043783, 7.2691631 43.7043239, 7.2693066 43.7040383)"
25642934-1,25642934,463468960,24358158,61.200765218359244,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2693066 43.7040383, 7.2695293 43.7035718, 7.2695547 43.7035186)"
25642935-0,25642935,24358350,24358154,92.48971988420638,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2687339 43.7051567, 7.2687547 43.7051164, 7.2691072 43.7044336, 7.2691358 43.7043783)"
25777246-0,25777246,281164786,4535034855,61.22787478630753,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2727709 43.7048004, 7.2726864 43.7047040, 7.2725386 43.7042814)"
25777246-1,25777246,4535034855,281164791,17.19860875389125,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2725386 43.7042814, 7.2724897 43.7041310)"
25777246-2,25777246,281164791,24328297,37.11765361115733,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2724897 43.7041310, 7.2723884 43.7038682, 7.2723659 43.7038098)"
25777252-0,25777252,2627673971,463533039,135.94215574715594,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2714071 43.7027744, 7.2720613 43.7038424, 7.2720720 43.7038950)"
25825915-0,25825915,24624661,937862314,81.07410125330958,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2767040 43.6979470, 7.2765210 43.6977263, 7.2762994 43.6974720, 7.2761579 43.6973357)"
27245902-0,27245902,4114635053,21990766,5.080452704372751,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2783643 43.7001080, 7.2784270 43.7001027)"
27245902-1,27245902,21990766,1631291408,4.71734075766318,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2784270 43.7001027, 7.2784849 43.7001093)"
27245902-2,27245902,1631291408,10691316940,13.340305611108917,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2784849 43.7001093, 7.2785469 43.7001205, 7.2786272 43.7001658)"
27245902-3,27245902,10691316940,256699208,73.76515961905562,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2786272 43.7001658, 7.2788479 43.7003308, 7.2793052 43.7006106)"
27245902-4,27245902,256699208,21866923,20.269069823245577,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2793052 43.7006106, 7.2794013 43.7006576, 7.2795259 43.7006967)"
27245936-0,27245936,24340446,1487800763,23.1862908476636,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2706736 43.6967166, 7.2709431 43.6967902)"
27409096-0,27409096,300891202,300891200,74.329487829047,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2704637 43.7013815, 7.2704232 43.7016073, 7.2704286 43.7016569, 7.2705791 43.7020317)"
28292547-0,28292547,310689918,310689915,57.2736160480988,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2667911 43.6997701, 7.2674949 43.6996939)"
28350199-0,28350199,275662018,311362306,47.82627294063035,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2685795 43.6990146, 7.2686029 43.6994439)"
28350200-0,28350200,311362310,581770694,63.60361563230756,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2675202 43.6982407, 7.2674371 43.6978584, 7.2675913 43.6978427, 7.2676872 43.6978613)"
28510520-0,28510520,313186392,546559156,30.391579280685978,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2770517 43.6962558, 7.2770887 43.6965275)"
28510520-1,28510520,546559156,24627542,2.789555422789271,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2770887 43.6965275, 7.2770926 43.6965524)"
28510520-2,28510520,24627542,393447890,21.5203086782117,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2770926 43.6965524, 7.2771167 43.6966813, 7.2771297 43.6967301, 7.2771325 43.6967435)"
28510520-3,28510520,393447890,24624333,53.596063031176726,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2771325 43.6967435, 7.2771478 43.6968140, 7.2771599 43.6968831, 7.2772296 43.6972198)"
28510520-4,28510520,24624333,24624365,64.9489201221628,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2772296 43.6972198, 7.2773025 43.6975634, 7.2773919 43.6977902)"
28510520-5,28510520,24624365,24624205,65.4415825432922,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2773919 43.6977902, 7.2777184 43.6983286)"
28510522-0,28510522,24627542,24627603,59.081166545246965,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2770926 43.6965524, 7.2774436 43.6965622, 7.2777501 43.6965368, 7.2778244 43.6965370)"
28510522-1,28510522,24627603,429825287,51.41834643814673,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2778244 43.6965370, 7.2781709 43.6965501, 7.2784596 43.6965812)"
28510526-0,28510526,313186450,313186457,67.78472047608263,Allowed,Forbidden,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2780215 43.6985000, 7.2783075 43.6983253, 7.2787473 43.6982100)"
28510527-0,28510527,313186461,313186468,34.84856016256458,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2783239 43.6987612, 7.2784838 43.6986862, 7.2787065 43.6986170)"
28510528-0,28510528,25381871,24634019,26.84397991789452,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2790180 43.6991819, 7.2789901 43.6990823, 7.2789211 43.6989520)"
28510529-0,28510529,313186468,313186471,25.242268062781584,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2787065 43.6986170, 7.2788110 43.6988308)"
28510529-1,28510529,313186471,24634019,16.141472284942807,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2788110 43.6988308, 7.2789211 43.6989520)"
28510530-0,28510530,24328196,313186475,35.194442479632244,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2794106 43.6994078, 7.2793369 43.6993950, 7.2792403 43.6993559, 7.2791782 43.6993128, 7.2790356 43.6992532)"
28510533-0,28510533,25381871,313186475,8.062435976169446,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2790180 43.6991819, 7.2790356 43.6992532)"
28510534-0,28510534,24328198,24328196,27.857789164862147,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2793235 43.6996500, 7.2794106 43.6994078)"
28510535-0,28510535,313186527,313186477,36.41894484513834,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2791878 43.6996254, 7.2791851 43.6994508, 7.2790254 43.6993511)"
29419477-0,29419477,324236706,324236707,86.72224717031303,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2696181 43.6995943, 7.2696778 43.6996136, 7.2705216 43.6998864, 7.2706018 43.6999123)"
29419478-0,29419478,324236708,24338530,93.6155062348326,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2717786 43.6987486, 7.2717405 43.6985181, 7.2717124 43.6984760, 7.2716639 43.6980123, 7.2715996 43.6979271)"
33632033-0,33632033,384744961,10011051751,2.3709514215558105,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2715028 43.6995740, 7.2714923 43.6995939)"
33632033-1,33632033,10011051751,460482831,7.386494069997645,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2714923 43.6995939, 7.2714596 43.6996559)"
33632034-0,33632034,384744963,384744964,30.372695057768905,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2711863 43.7001458, 7.2712287 43.7001580, 7.2714306 43.7002163, 7.2714827 43.7002313, 7.2715362 43.7002480)"
33632035-0,33632035,384744967,384744968,101.65276065688423,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2723618 43.6998574, 7.2723470 43.6990099, 7.2723471 43.6989443)"
36964703-0,36964703,24624357,429825286,32.519985202585055,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2777114 43.6976145, 7.2780532 43.6974587)"
36964703-1,36964703,429825286,24624354,17.177972666119317,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2780532 43.6974587, 7.2782326 43.6973751)"
36964703-2,36964703,24624354,24635937,31.239028152453727,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2782326 43.6973751, 7.2783242 43.6971024)"
36964705-0,36964705,24624349,429825292,40.427417153323724,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2781444 43.6971168, 7.2781218 43.6967540)"
36964706-0,36964706,429825287,24635937,59.03393299074124,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2784596 43.6965812, 7.2783242 43.6971024)"
36964707-0,36964707,429825294,429825295,37.13519294151462,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2785997 43.6970788, 7.2786963 43.6974050)"
36964708-0,36964708,24635945,429825287,59.65143596203982,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2787341 43.6970627, 7.2785422 43.6966183, 7.2784596 43.6965812)"
36964709-0,36964709,8550882437,24635951,54.05079534809035,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2786364 43.6965817, 7.2786663 43.6966068, 7.2787000 43.6966361, 7.2789365 43.6968416, 7.2790660 43.6969549)"
36964709-1,36964709,24635951,24635964,103.2022398561857,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2790660 43.6969549, 7.2793714 43.6972008, 7.2794771 43.6973595, 7.2796247 43.6975531, 7.2796890 43.6977470)"
36964710-0,36964710,24635964,9980451919,37.67547292021381,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2796890 43.6977470, 7.2797555 43.6980256, 7.2797753 43.6980428, 7.2797939 43.6980521, 7.2798134 43.6980616)"
36964710-1,36964710,9980451919,24328457,4.8316966969421316,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2798134 43.6980616, 7.2798733 43.6980587)"
36964711-0,36964711,24328444,24328457,132.44559026408442,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2806551 43.6987588, 7.2799963 43.6987423, 7.2799584 43.6987315, 7.2799231 43.6986994, 7.2799106 43.6986717, 7.2798813 43.6982215, 7.2798733 43.6980587)"
36964711-1,36964711,24328457,24328462,131.80741679139206,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2798733 43.6980587, 7.2798081 43.6976033, 7.2797785 43.6975207, 7.2795886 43.6969787, 7.2795627 43.6968991)"
36964713-0,36964713,24328462,578013556,170.27222455002132,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2795627 43.6968991, 7.2793586 43.6965866, 7.2791687 43.6962762, 7.2789182 43.6958457, 7.2788175 43.6956726, 7.2787046 43.6955013)"
36964714-0,36964714,24634048,429825302,7.592858284755697,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2791016 43.6982593, 7.2791909 43.6982813)"
36964717-0,36964717,24624239,24634074,28.200573868353885,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2786791 43.6980749, 7.2790232 43.6980271)"
36964718-0,36964718,24634044,937862276,34.437011014066954,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2790118 43.6986600, 7.2790761 43.6984146, 7.2790938 43.6983564)"
36964718-1,36964718,937862276,24634048,10.828166982736999,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2790938 43.6983564, 7.2790974 43.6983219, 7.2791016 43.6982593)"
36964719-0,36964719,24634044,429825312,34.43110555101596,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2790118 43.6986600, 7.2789586 43.6986525, 7.2789314 43.6986224, 7.2788860 43.6985011, 7.2788364 43.6983987)"
36964719-1,36964719,429825312,937862325,6.089193823693511,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2788364 43.6983987, 7.2788109 43.6983472)"
36964720-0,36964720,937862276,429825312,21.24449540019575,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2790938 43.6983564, 7.2788364 43.6983987)"
36964720-1,36964720,429825312,429825313,9.584740098679378,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2788364 43.6983987, 7.2787230 43.6984250)"
36964721-0,36964721,429825313,429825314,28.608386243872683,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2787230 43.6984250, 7.2783912 43.6985172)"
36964722-0,36964722,429825314,4905975155,6.881521345630658,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2783912 43.6985172, 7.2783130 43.6985422)"
37561955-0,37561955,5498679644,440116534,54.81512429222389,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2668687 43.7026017, 7.2671514 43.7021537)"
37561955-1,37561955,440116534,10867773199,164.3728081927128,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2671514 43.7021537, 7.2675703 43.7014894, 7.2680087 43.7008135)"
37561955-2,37561955,10867773199,440116518,22.80661032817783,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2680087 43.7008135, 7.2681290 43.7006280)"
37561955-3,37561955,440116518,1987278838,91.5286525959115,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2681290 43.7006280, 7.2686012 43.6998800)"
37561955-4,37561955,1987278838,440116519,129.6941271433133,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2686012 43.6998800, 7.2692718 43.6988206)"
37561961-0,37561961,440116530,440116532,53.22607359068063,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2682106 43.7033914, 7.2682576 43.7034072, 7.2687594 43.7035766, 7.2688102 43.7035932)"
37747777-0,37747777,442731695,442731696,67.95225335114138,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2707366 43.6984029, 7.2707202 43.6983122, 7.2706363 43.6977968)"
37889805-0,37889805,444641418,24627831,30.202087453740635,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2755418 43.6964633, 7.2755959 43.6966192, 7.2755901 43.6967297)"
38361599-0,38361599,24342134,24342158,90.61744406081846,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2710866 43.6965232, 7.2710450 43.6964115, 7.2709758 43.6963395, 7.2709057 43.6962825, 7.2708899 43.6962696, 7.2707734 43.6962149, 7.2706771 43.6961990, 7.2706355 43.6961958, 7.2705399 43.6961883, 7.2703653 43.6962127, 7.2702220 43.6962670)"
38361982-0,38361982,10090532294,453241465,5.8711763761969085,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2718857 43.6968559, 7.2719532 43.6968759)"
38541291-0,38541291,24619138,456176819,4.729722201000867,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2666233 43.7008762, 7.2666771 43.7008933)"
38541291-1,38541291,456176819,456176814,18.6326972872727,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2666771 43.7008933, 7.2668847 43.7009674)"
38541292-0,38541292,456176819,456176822,73.82372553383264,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2666771 43.7008933, 7.2667560 43.7008953, 7.2675170 43.7011496)"
38541665-0,38541665,456187051,456187053,61.05028567554873,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2661083 43.7016822, 7.2661673 43.7017024, 7.2667934 43.7019177)"
38577556-0,38577556,456944789,460456764,619.7922279886664,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2699350 43.6964371, 7.2701007 43.6964862, 7.2702581 43.6965506, 7.2708686 43.6967346, 7.2715380 43.6969052, 7.2732204 43.6973829, 7.2735985 43.6974977, 7.2739079 43.6975916, 7.2748841 43.6978871, 7.2758156 43.6982548, 7.2762974 43.6984575, 7.2766429 43.6986405, 7.2768811 43.6987854)"
38577556-1,38577556,460456764,2385556027,1327.2136443191187,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2768811 43.6987854, 7.2770823 43.6989899, 7.2772848 43.6992285, 7.2776303 43.6997206, 7.2791607 43.7018451, 7.2806012 43.7037450, 7.2820256 43.7058691, 7.2826736 43.7072003, 7.2832000 43.7084543, 7.2835785 43.7094228, 7.2836408 43.7096067)"
38577562-0,38577562,456944801,5513703973,336.06235138030235,Allowed,Forbidden,Forbidden,Track,Track,Forbidden,"LINESTRING(7.2696381 43.6971276, 7.2689779 43.6968486, 7.2682061 43.6965227, 7.2676525 43.6962893, 7.2675569 43.6962489, 7.2672821 43.6961304, 7.2672162 43.6961000, 7.2670311 43.6960037, 7.2669000 43.6958918, 7.2668526 43.6958523, 7.2668099 43.6957856, 7.2664886 43.6952857)"
38811875-0,38811875,4905974703,460426477,25.280100071388425,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2793505 43.7005799, 7.2793183 43.7003540)"
38811875-1,38811875,460426477,460426471,80.50289960385916,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2793183 43.7003540, 7.2792232 43.6998156, 7.2792350 43.6996354)"
38811876-0,38811876,460426472,460426476,58.389102423627406,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2787679 43.7000721, 7.2787244 43.6999818, 7.2786577 43.6998122, 7.2786115 43.6996605, 7.2785781 43.6995663)"
38811877-0,38811877,24634087,10686905776,5.742306709255726,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2790901 43.7003727, 7.2791609 43.7003663)"
38813201-0,38813201,460456769,4114635046,52.88873373293886,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2776315 43.6994034, 7.2779233 43.6997380, 7.2779881 43.6998023)"
38813201-1,38813201,4114635046,1631291406,23.321636764558374,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2779881 43.6998023, 7.2781177 43.6999581, 7.2781373 43.6999819)"
38813201-2,38813201,1631291406,24328223,19.229689507648636,Allowed,Primary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2781373 43.6999819, 7.2782136 43.7001456)"
38969791-0,38969791,463468960,463468964,55.44126709916119,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2693066 43.7040383, 7.2687237 43.7038846, 7.2686594 43.7038676)"
42305536-0,42305536,24334338,9622352384,4.492871653327857,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2757728 43.7030157, 7.2757229 43.7030338)"
42305536-1,42305536,9622352384,10011026561,117.61186307540858,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2757229 43.7030338, 7.2756696 43.7030525, 7.2744630 43.7035016, 7.2744229 43.7035165)"
42305536-2,42305536,10011026561,24328278,4.121735826506189,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2744229 43.7035165, 7.2743774 43.7035335)"
42305536-3,42305536,24328278,24328285,87.76944080849016,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2743774 43.7035335, 7.2743145 43.7035554, 7.2734679 43.7038500, 7.2733947 43.7038755)"
45441585-0,45441585,24634019,24634044,33.77605208994715,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2789211 43.6989520, 7.2789688 43.6988931, 7.2790118 43.6986600)"
73971117-0,73971117,24914704,9357252113,64.84415569619739,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2693150 43.6964048, 7.2699294 43.6966595, 7.2700167 43.6966908)"
75898561-0,75898561,4905975144,1632380356,6.369012680077843,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2776511 43.6990892, 7.2776080 43.6991085, 7.2775838 43.6991193)"
75898561-1,75898561,1632380356,3077139345,4.106580043544596,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2775838 43.6991193, 7.2775404 43.6991387)"
75898561-2,75898561,3077139345,1632380360,3.485020109202295,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2775404 43.6991387, 7.2775036 43.6991552)"
75898561-3,75898561,1632380360,21990805,6.852763755407124,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2775036 43.6991552, 7.2774312 43.6991876)"
80031938-0,80031938,276007494,276007449,35.69311714162808,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2789284 43.7031361, 7.2787105 43.7031377, 7.2784860 43.7031215)"
80031944-0,80031944,276007447,7556182766,5.399946315858069,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2783303 43.7036828, 7.2783516 43.7037288)"
80031944-1,80031944,7556182766,276007466,73.71852976040834,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2783516 43.7037288, 7.2783762 43.7037821, 7.2785540 43.7038461, 7.2786863 43.7038774, 7.2787681 43.7039212, 7.2788271 43.7039690, 7.2788738 43.7040514, 7.2788796 43.7041279, 7.2788680 43.7041858)"
80031944-2,80031944,276007466,277110472,7.257045113369074,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2788680 43.7041858, 7.2788549 43.7042503)"
80031944-3,80031944,277110472,276007331,365.3982936986427,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2788549 43.7042503, 7.2788108 43.7044748, 7.2788286 43.7047099, 7.2789075 43.7050895, 7.2789204 43.7051513, 7.2789179 43.7053258, 7.2788626 43.7054690, 7.2786975 43.7056731, 7.2785852 43.7057741, 7.2784967 43.7058316, 7.2784285 43.7058759, 7.2781045 43.7060709, 7.2779844 43.7061749, 7.2775812 43.7065887, 7.2771671 43.7068463, 7.2770953 43.7068980, 7.2770222 43.7069449, 7.2769676 43.7069707)"
80033058-0,80033058,933751104,4905975161,2.0986102837424583,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2794518 43.7011269, 7.2794277 43.7011341)"
80033058-1,80033058,4905975161,4796615834,28.809111327175888,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2794277 43.7011341, 7.2790996 43.7012376)"
80033058-2,80033058,4796615834,24338106,7.827681462667972,Allowed,Secondary,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2790996 43.7012376, 7.2790102 43.7012653)"
80367344-0,80367344,937862301,7872243189,12.459094225801774,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2757100 43.6973050, 7.2757540 43.6973800, 7.2757646 43.6973992, 7.2757699 43.6974082)"
80367344-1,80367344,7872243189,937862258,13.948594327975195,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2757699 43.6974082, 7.2757766 43.6974195, 7.2759017 43.6973832, 7.2759213 43.6973768)"
80367344-2,80367344,937862258,8703353810,23.78013372649489,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2759213 43.6973768, 7.2759404 43.6973705, 7.2761173 43.6973443, 7.2760902 43.6972793)"
80367344-3,80367344,8703353810,937862301,34.72632413374448,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2760902 43.6972793, 7.2760842 43.6972649, 7.2757410 43.6972780, 7.2757410 43.6973040, 7.2757100 43.6973050)"
80367345-0,80367345,937862312,937862373,10.372907008308625,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2787341 43.6981808, 7.2786883 43.6980937)"
80367346-0,80367346,937862314,24631634,37.73712564985436,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2761579 43.6973357, 7.2761933 43.6974589, 7.2762770 43.6976633)"
80367346-1,80367346,24631634,24624470,55.567962535705675,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2762770 43.6976633, 7.2764267 43.6980311, 7.2764640 43.6981437)"
80367351-0,80367351,937862373,24624239,2.219918244195207,Allowed,Residential,Residential,Allowed,Allowed,Forbidden,"LINESTRING(7.2786883 43.6980937, 7.2786791 43.6980749)"
80367352-0,80367352,7872243190,937862258,2.9505221994296686,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2759113 43.6973513, 7.2759213 43.6973768)"
80367352-1,80367352,937862258,24624509,37.210998748176905,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2759213 43.6973768, 7.2760345 43.6977009)"
80367352-2,80367352,24624509,24624484,37.387660062585965,Allowed,Forbidden,Forbidden,Allowed,Allowed,Forbidden,"LINESTRING(7.2760345 43.6977009, 7.2761080 43.6979076, 7.2761123 43.6980300)"
80367355-0,80367355,24624239,24624361,53.36204284690454,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2786791 43.6980749, 7.2780588 43.6982442)"
80367355-1,80367355,24624361,2092232418,25.202081074663514,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2780588 43.6982442, 7.2778416 43.6983210, 7.2778093 43.6983670)"
80367356-0,80367356,24631074,1632380304,15.238443744429137,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2724336 43.6970912, 7.2725372 43.6971068, 7.2726201 43.6970995)"
80367356-1,80367356,1632380304,24627733,40.76682057607093,Allowed,Residential,Forbidden,Allowed,Forbidden,Forbidden,"LINESTRING(7.2726201 43.6970995, 7.2729941 43.6970580, 7.2731141 43.6970255)"
