id,lon,lat
7803394252,7.2736144,43.7042338
1632380337,7.276412499999999,43.6982512
7170685623,7.269926099999999,43.6982236
4810036199,7.267340399999999,43.69762
4908975777,7.2701629,43.696451499999995
24328291,7.2721987,43.7042138
3778336913,7.2744295999999995,43.6978997
203518937,7.2743272,43.6983651
9357252323,7.2687062,43.6975155
3077138193,7.2700909,43.6973504
203518939,7.277124199999999,43.7001294
9622352363,7.2746306999999995,43.7014018
24631074,7.272433599999999,43.697091199999996
4908975765,7.2696789,43.6973336
10011026553,7.2709283,43.7005966
5504063197,7.2757217,43.701018499999996
24328223,7.2782136,43.7001456
1134619746,7.2785820999999995,43.7009706
1110385932,7.2761162,43.704526699999995
24335648,7.2734919,43.6993296
1599982382,7.2763088,43.6984266
3077138222,7.2710253,43.696732399999995
937862310,7.2761119,43.697270599999996
9598300431,7.2726004,43.6971598
2783277660,7.273289999999999,43.700474199999995
937862314,7.276157899999999,43.6973357
9462376891,7.2736776999999995,43.696646
4763851340,7.2686487,43.697741199999996
3670655740,7.2761567,43.6990378
24328227,7.2780686999999995,43.7001573
3077141405,7.276167999999999,43.6982302
7725641356,7.2755,43.702121899999995
6142916101,7.2792539,43.703103899999995
4979116530,7.268692499999999,43.6967998
7170685622,7.269260399999999,43.6979974
7455248790,7.2743191,43.7022403
937862246,7.2799533,43.6958737
7556182766,7.2783516,43.7037288
2344779390,7.2730384,43.6975409
4905974700,7.2773733,43.700579499999996
4979110799,7.2692426999999995,43.697945499999996
9598300440,7.2742572,43.6976685
460456764,7.2768811,43.6987854
7725641360,7.2751383,43.7019472
2510214464,7.2773322,43.6994975
3077138209,7.270590299999999,43.6966907
24335526,7.2721582,43.701053099999996
9254831143,7.267404099999999,43.7004271
1398482950,7.278747699999999,43.7018169
2510214476,7.2766578,43.698665299999995
4979110813,7.2694513,43.6978028
24334290,7.2720500999999995,43.7019784
937862325,7.2788109,43.6983472
1211061107,7.2759567,43.704203899999996
24623121,7.269783599999999,43.7021235
1632380388,7.2781218,43.699654599999995
4797221749,7.278279899999999,43.7002646
24340900,7.269725299999999,43.697232899999996
10686905776,7.2791609,43.7003663
9357252113,7.270016699999999,43.6966908
24634044,7.279011799999999,43.69866
24328238,7.277236899999999,43.700489399999995
456176822,7.267517,43.7011496
5498678590,7.279549299999999,43.7038538
3077138228,7.2705429,43.696707599999996
10184646198,7.2680872999999995,43.699071599999996
937862337,7.279071999999999,43.6981823
10713051710,7.2788508,43.7012832
9254831142,7.2672218,43.700399
24328260,7.2746682,43.701388699999995
24624357,7.277711399999999,43.6976145
2512578836,7.27271,43.697997799999996
937862258,7.275921299999999,43.6973768
2509780680,7.2741865,43.6981344
